Record,Weight,Date,Wrestler1,Team1,Wrestler2,Team2,Result,Seconds,Hia,Hic,Hoa,Hoc,Da,Dc,Lsa,LSc,Countera,Counterc,Throwa,Throwc,SU,E,R ,Cut,BD,MR,NF2,NF4,S ,TV,RT,oHIa,oHIc,oHOa,oHOc,oDa,oDc,oLSa,oLSc,oCountera,oCounterc,oThrowa,oThrowc,oSU,oE,oR,oCut,oBD,oMR,oNF2,oNF4,oS ,oTV,oRT
2807,149,3/3/2018,Lucie,Army,Koll,Cornell,0.9,420,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,1,1,0,0,2,0,0,1,2,0,0
2808,149,3/3/2018,Koll,Cornell,Lucie,Army,1.1,420,1,1,0,0,0,0,0,0,2,1,0,0,1,1,0,0,2,0,0,1,2,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0
2809,149,3/3/2018,Macalolooy,Columbia,Kolodzik,Princeton,0.75,420,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,1,1,1,1,1,1,0,0,1,1,0,0,6,0,0,0,0,1,0
2810,149,3/3/2018,Kolodzik,Princeton,Macalolooy,Columbia,1.25,420,0,0,2,0,1,1,1,1,1,1,0,0,1,1,0,0,6,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0
2811,149,3/3/2018,Schuyler,Lehigh,Ladnier,Harvard,1.1,420,3,1,0,0,0,0,3,1,5,0,0,0,0,0,1,0,1,2,0,0,1,0,0,3,0,0,0,4,0,0,0,2,0,0,0,2,3,0,0,0,0,0,0,1,0,0
2812,149,3/3/2018,Ladnier,Harvard,Schuyler,Lehigh,0.9,420,3,0,0,0,4,0,0,0,2,0,0,0,2,3,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,3,1,5,0,0,0,0,0,1,0,1,2,0,0,1,0,0
2813,149,3/3/2018,Prince,Navy,Sprague,American,1.25,420,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,3,2,1,0,0,0,1,1,0,1,0,1,0,0,0,2,0,0,0,2,5,0,0,0,0,0,0,0,0,0
2814,149,3/3/2018,Sprague,American,Prince,Navy,0.75,420,1,0,1,0,1,0,0,0,2,0,0,0,2,5,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,3,2,1,0,0,0,1
2815,149,3/3/2018,Prince,Navy,Kolodzik,Princeton,0.9,420,3,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,1,0,0,5,1,0,0,2,0,1
2816,149,3/3/2018,Kolodzik,Princeton,Prince,Navy,1.1,420,0,0,0,0,2,2,0,0,1,1,0,0,0,1,0,0,5,1,0,0,2,0,1,3,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,1,0,0,0,1,0,0
2817,149,3/3/2018,Garcia,Binghampton,Schuyler,Lehigh,1.1,420,4,2,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,5,0,0,0,2,4,0,0,0,0,0,0,0,0,0
2818,149,3/3/2018,Schuyler,Lehigh,Garcia,Binghampton,0.9,420,1,0,1,0,1,0,1,0,5,0,0,0,2,4,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1
2819,149,3/3/2018,Garcia,Binghampton,Kolodzik,Princeton,0.9,420,1,0,1,0,1,0,1,0,3,1,0,0,0,4,0,0,2,1,0,0,0,0,0,1,0,0,0,2,0,1,0,2,2,0,0,1,0,2,0,4,0,1,0,0,0,1
2820,149,3/3/2018,Kolodzik,Princeton,Garcia,Binghampton,1.1,420,1,0,0,0,2,0,1,0,2,2,0,0,1,0,2,0,4,0,1,0,0,0,1,1,0,1,0,1,0,1,0,3,1,0,0,0,4,0,0,2,1,0,0,0,0,0
2821,157,3/3/2018,LiCastri,Franklin & Marshall,Hong,American,1.75,320,0,0,0,0,0,0,1,0,3,0,2,2,0,1,0,0,5,0,0,1,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2822,157,3/3/2018,Hong,American,LiCastri,Franklin & Marshall,0.5,320,4,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,2,0,1,0,0,5,0,0,1,0,0,0
2823,157,3/3/2018,Mauriello,Hofstra,Wilson,Harvard,0.9,420,3,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,2,0,0,1,0,0,1
2824,157,3/3/2018,Wilson,Harvard,Mauriello,Hofstra,1.1,420,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,2,0,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0
2825,157,3/3/2018,Davis,Navy,Klee,Sacred Heart,0.9,420,2,0,2,0,0,0,0,0,3,0,0,0,1,4,0,0,2,0,0,0,0,0,0,0,0,3,1,0,0,1,0,4,2,0,0,0,0,0,0,2,1,0,0,0,0,0
2826,157,3/3/2018,Klee,Sacred Heart,Davis,Navy,1.1,420,0,0,3,1,0,0,1,0,4,2,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,2,0,0,0,0,0,3,0,0,0,1,4,0,0,2,0,0,0,0,0,0
2827,157,3/3/2018,LiCastri,Franklin & Marshall,Velliquette,Pennsylvania,0.75,420,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,2,1,0,0,0,1,0,0,4,0,0,1,0,0,1
2828,157,3/3/2018,Velliquette,Pennsylvania,LiCastri,Franklin & Marshall,1.25,420,2,0,0,0,1,1,0,0,2,1,0,0,0,1,0,0,4,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2829,157,3/3/2018,Brown,Lehigh,Rifanburg,Binghampton,0.75,420,0,0,1,0,0,0,3,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,1,0,1,0,5,1,0,1,0,0,1
2830,157,3/3/2018,Rifanburg,Binghampton,Brown,Lehigh,1.25,420,0,0,2,0,0,0,0,0,1,1,0,0,1,0,1,0,5,1,0,1,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0
2831,157,3/3/2018,Wilson,Harvard,Stroker,Cornell,1.75,117,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2832,157,3/3/2018,Stroker,Cornell,Wilson,Harvard,0.5,117,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2833,157,3/3/2018,Weiland,Army,Klee,Sacred Heart,1.25,420,0,0,0,0,2,1,4,1,2,0,0,0,0,0,0,0,4,0,1,1,1,0,1,0,0,0,0,0,0,3,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2834,157,3/3/2018,Klee,Sacred Heart,Weiland,Army,0.75,420,0,0,0,0,0,0,3,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,1,2,0,0,0,0,0,0,0,4,0,1,1,1,0,1
2835,157,3/3/2018,Rifanburg,Binghampton,Velliquette,Pennsylvania,0.75,420,0,0,0,0,1,0,0,0,1,1,0,0,1,2,0,0,1,1,0,0,1,0,0,0,0,1,1,2,1,0,0,1,0,0,0,1,1,1,0,3,1,1,1,1,0,1
2836,157,3/3/2018,Velliquette,Pennsylvania,Rifanburg,Binghampton,1.25,420,0,0,1,1,2,1,0,0,1,0,0,0,1,1,1,0,3,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,2,0,0,1,1,0,0,1,0,0
2837,157,3/3/2018,Weiland,Army,Wilson,Harvard,1.1,420,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,1,0,0,1,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2838,157,3/3/2018,Wilson,Harvard,Weiland,Army,0.9,420,0,0,1,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,1
2839,157,3/3/2018,Hammond,Drexel,Velliquette,Pennsylvania,1.1,420,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
2840,157,3/3/2018,Velliquette,Pennsylvania,Hammond,Drexel,0.9,420,1,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0
2841,157,3/3/2018,Wellend,Army,Hammond,Drexel,0.9,420,3,0,0,0,1,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,1,0,0,1,1,0
2842,157,3/3/2018,Hammond,Drexel,Wellend,Army,1.1,420,2,2,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,1,0,0,1,1,0,3,0,0,0,1,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0
2843,157,3/3/2018,Rifanburg,Binghampton,Wilson,Harvard,0.9,420,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4,2,1,0,0,0,1
2844,157,3/3/2018,Wilson,Harvard,Rifanburg,Binghampton,1.1,420,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4,2,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0
2845,157,3/3/2018,Weiland,Army,Hong,American,1.1,420,1,0,0,0,1,0,0,0,3,2,0,0,0,2,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2846,157,3/3/2018,Hong,American,Weiland,Army,0.9,420,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,2,0,0,0,2,0,0,2,0,0,0,0,0,0
2847,157,3/3/2018,Hammond,Drexel,Bassolino,Bucknell,1.25,420,2,0,0,0,2,2,0,0,4,1,0,0,1,2,0,1,7,1,0,0,0,0,1,1,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0
2848,157,3/3/2018,Bassolino,Bucknell,Hammond,Drexel,0.75,420,1,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,2,0,0,0,2,2,0,0,4,1,0,0,1,2,0,1,7,1,0,0,0,0,1
2849,157,3/3/2018,Rifanburg,Binghampton,Stroker,Cornell,0.9,420,0,0,1,0,0,0,0,0,4,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,1
2850,157,3/3/2018,Stroker,Cornell,Rifanburg,Binghampton,1.1,420,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,1,0,0,1,0,0,0,0,0,4,0,0,0,1,0,1,0,1,0,0,0,0,0,0
2851,157,3/3/2018,Rifanburg,Binghampton,Stroker,Cornell,0.9,420,0,0,1,0,0,0,0,0,4,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,1
2852,157,3/3/2018,Stroker,Cornell,Rifanburg,Binghampton,1.1,420,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,1,0,0,1,0,0,0,0,0,4,0,0,0,1,0,1,0,1,0,0,0,0,0,0
2853,157,3/3/2018,Staudenmeyer,Brown,Wilson,Harvard,1.1,420,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2854,157,3/3/2018,Wilson,Harvard,Staudenmeyer,Brown,0.9,420,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2855,157,3/3/2018,Brown,Lehigh,Mauriello,Hofstra,1.25,420,0,0,0,0,0,0,2,0,1,1,1,1,1,0,0,0,3,1,1,1,0,0,1,3,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0
2856,157,3/3/2018,Mauriello,Hofstra,Brown,Lehigh,0.75,420,3,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,1,1,1,0,0,0,3,1,1,1,0,0,1
2857,157,3/3/2018,Scheidel,Columbia,Klee,Sacred Heart,1.1,420,1,1,1,0,0,0,1,0,2,1,2,1,0,1,0,0,1,2,0,0,3,0,0,0,0,0,0,2,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0
2858,157,3/3/2018,Klee,Sacred Heart,Scheidel,Columbia,0.9,420,0,0,0,0,2,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,2,1,2,1,0,1,0,0,1,2,0,0,3,0,0
2859,157,3/3/2018,Weiland,Army,D'Angelo,Princeton,0.9,420,4,0,0,0,1,0,3,0,2,0,0,0,0,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,5,0,6,0,1,1,0,2,0,0,0,0,0,0,0,0,0
2860,157,3/3/2018,D'Angelo,Princeton,Weiland,Army,1.1,420,1,0,0,0,0,0,5,0,6,0,1,1,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,3,0,2,0,0,0,0,0,2,0,3,0,0,0,0,0,0
2861,157,3/3/2018,Hammond,Drexel,Stroker,Cornell,1.1,420,4,1,0,0,0,0,1,0,2,0,0,0,0,2,0,0,2,4,0,1,2,0,1,1,0,0,0,2,1,0,0,3,0,0,0,6,0,0,0,1,0,0,0,0,0,0
2862,157,3/3/2018,Stroker,Cornell,Hammond,Drexel,0.9,420,1,0,0,0,2,1,0,0,3,0,0,0,6,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,1,0,2,0,0,0,0,2,0,0,2,4,0,1,2,0,1
2863,157,3/3/2018,Brown,Lehigh,Staudenmeyer,Brown,0.9,420,0,0,0,0,2,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,0,0,2,0,1
2864,157,3/3/2018,Staudenmeyer,Brown,Brown,Lehigh,1.1,420,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,0,0,2,0,1,0,0,0,0,2,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0
2865,157,3/3/2018,Hammond,Drexel,D'Angelo,Princeton,0.75,420,1,0,0,0,0,0,0,0,5,0,0,0,8,3,0,0,0,3,0,0,0,1,0,2,1,4,2,0,0,1,1,1,0,0,0,3,1,0,0,5,5,0,0,0,0,1
2866,157,3/3/2018,D'Angelo,Princeton,Hammond,Drexel,1.25,420,2,1,4,2,0,0,1,1,1,0,0,0,3,1,0,0,5,5,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,8,3,0,0,0,3,0,0,0,1,0
2867,157,3/3/2018,Scheidel,Columbia,Staudenmeyer,Brown,1.1,420,2,0,3,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,2,0,1,0,0,0,0,0,3,0,0,0,1,3,0,0,0,0,0,0,1,0,0
2868,157,3/3/2018,Staudenmeyer,Brown,Scheidel,Columbia,0.9,420,2,0,1,0,0,0,0,0,3,0,0,0,1,3,0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0
2869,157,3/3/2018,Scheidel,Columbia,D'Angelo,Princeton,1.1,420,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,2,0,0,2,0,1,3,0,1,0,3,0,2,0,3,0,0,0,4,2,0,0,0,0,0,0,1,0,0
2870,157,3/3/2018,D'Angelo,Princeton,Scheidel,Columbia,0.9,420,3,0,1,0,3,0,2,0,3,0,0,0,4,2,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,2,0,0,2,0,1
2871,165,3/3/2018,Conners,Franklin & Marshall,Chavez,Cornell,0.5,223,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5,2,0,3,0,0,0
2872,165,3/3/2018,Chavez,Cornell,Conners,Franklin & Marshall,1.75,223,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5,2,0,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2873,165,3/3/2018,Wolf,Lehigh,Schmidt,Sacred Heart,1.75,247,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,2,1,0,4,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
2874,165,3/3/2018,Schmidt,Sacred Heart,Wolf,Lehigh,0.5,247,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,2,1,0,4,0,0,0
2875,165,3/3/2018,Kosoy,Columbia,Schleifer,Princeton,0.75,420,1,0,0,0,0,0,0,0,1,0,1,0,6,3,0,0,0,0,0,0,2,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3,0,2,2,0,1
2876,165,3/3/2018,Schleifer,Princeton,Kosoy,Columbia,1.25,420,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3,0,2,2,0,1,1,0,0,0,0,0,0,0,1,0,1,0,6,3,0,0,0,0,0,0,2,0,0
2877,165,3/3/2018,Mendel,Army,Tarsi,Harvard,1.25,420,5,1,0,0,0,0,4,3,0,0,0,0,0,2,0,0,5,3,0,1,1,0,1,0,0,0,0,1,0,0,0,6,0,1,0,3,2,1,0,0,0,0,0,1,0,0
2878,165,3/3/2018,Tarsi,Harvard,Mendel,Army,0.75,420,0,0,0,0,1,0,0,0,6,0,1,0,3,2,1,0,0,0,0,0,1,0,0,5,1,0,0,0,0,4,3,0,0,0,0,0,2,0,0,5,3,0,1,1,0,1
2879,165,3/3/2018,Bethea,Pennsylvania,Wokasch,American,1.5,300,3,3,1,1,2,1,0,0,0,0,0,0,0,1,0,0,2,1,0,2,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0
2880,165,3/3/2018,Wokasch,American,Bethea,Pennsylvania,0.5,300,1,0,0,0,1,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,3,3,1,1,2,1,0,0,0,0,0,0,0,1,0,0,2,1,0,2,1,0,0
2881,165,3/3/2018,Jarrell,Drexel,Chavez,Cornell,0.9,420,4,0,2,0,1,1,0,0,2,0,0,0,6,4,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,2,1,2,0,0,0,0,1,0,0,0,4,0,0,2,0,1
2882,165,3/3/2018,Chavez,Cornell,Jarrell,Drexel,1.1,420,2,2,0,0,0,0,2,1,2,0,0,0,0,1,0,0,0,4,0,0,2,0,1,4,0,2,0,1,1,0,0,2,0,0,0,6,4,0,0,0,0,0,0,1,0,0
2883,165,3/3/2018,Daniels,Navy,Wolf,Lehigh,1.1,420,1,0,3,1,1,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,2,0,0,3,3,0,0,2,0,1
2884,165,3/3/2018,Wolf,Lehigh,Daniels,Navy,0.9,420,0,0,1,0,0,0,0,0,4,0,0,0,0,2,0,0,3,3,0,0,2,0,1,1,0,3,1,1,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
2885,165,3/3/2018,Viruet,Brown,Schliefer,Princeton,0.9,420,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
2886,165,3/3/2018,Schliefer,Princeton,Viruet,Brown,1.1,420,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0
2887,165,3/3/2018,Daniels,Navy,Chavez,Cornell,0.9,420,0,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,2,1,0,0,0,0,1
2888,165,3/3/2018,Chavez,Cornell,Daniels,Navy,1.1,420,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
2889,165,3/3/2018,Bethea,Pennsylvania,Schleifer,Princeton,0.9,420,2,0,2,0,2,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2890,165,3/3/2018,Schleifer,Princeton,Bethea,Pennsylvania,1.1,420,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,1,0,0
2891,165,3/3/2018,Schleifer,Princeton,Chavez,Cornell,0.9,420,3,0,0,0,1,0,1,1,3,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,1,1,2,1,0,0,1,2,0,1,0,0,1
2892,165,3/3/2018,Chavez,Cornell,Schleifer,Princeton,1.1,420,0,0,4,1,0,0,0,0,1,0,1,1,2,1,0,0,1,2,0,1,0,0,1,3,0,0,0,1,0,1,1,3,0,0,0,2,2,0,0,1,0,0,0,0,0,0
2893,165,3/3/2018,Conners,Franklin & Marshall,Hollingshead,Bucknell,0.5,394,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3,0,1,1,3,0,0,2,0,0,0
2894,165,3/3/2018,Hollingshead,Bucknell,Conners,Franklin & Marshall,1.75,394,0,0,0,0,0,0,1,0,1,1,0,0,3,0,1,1,3,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,3,0,0
2895,165,3/3/2018,Stamm,Hofstra,Schmidt,Sacred Heart,1.25,420,1,0,3,2,0,0,0,0,6,3,0,0,0,0,0,0,4,0,0,1,0,0,1,3,0,0,0,1,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0
2896,165,3/3/2018,Schmidt,Sacred Heart,Stamm,Hofstra,0.75,420,3,0,0,0,1,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,6,3,0,0,0,0,0,0,4,0,0,1,0,0,1
2897,165,3/3/2018,DePrez,Binghampton,Kosoy,Columbia,1.25,420,5,3,1,0,2,2,0,0,5,0,0,0,1,1,0,0,7,1,0,0,0,0,1,1,0,0,0,0,0,1,0,5,0,0,0,1,2,0,0,0,1,0,0,1,0,0
2898,165,3/3/2018,Kosoy,Columbia,DePrez,Binghampton,0.75,420,1,0,0,0,0,0,1,0,5,0,0,0,1,2,0,0,0,1,0,0,1,0,0,5,3,1,0,2,2,0,0,5,0,0,0,1,1,0,0,7,1,0,0,0,0,1
2899,165,3/3/2018,Mendel,Army,Hollingshead,Bucknell,1.25,420,1,1,0,0,0,0,3,1,3,1,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2900,165,3/3/2018,Hollingshead,Bucknell,Mendel,Army,0.75,420,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,3,1,3,1,0,0,0,1,0,0,5,0,0,0,0,0,1
2901,165,3/3/2018,Viruet,Brown,Stamm,Hofstra,1.1,420,1,0,1,0,2,1,1,0,1,0,0,0,0,1,0,0,3,2,0,0,1,0,1,1,0,2,0,0,0,0,0,2,0,0,0,4,1,0,0,0,0,0,0,2,0,0
2902,165,3/3/2018,Stamm,Hofstra,Viruet,Brown,0.9,420,1,0,2,0,0,0,0,0,2,0,0,0,4,1,0,0,0,0,0,0,2,0,0,1,0,1,0,2,1,1,0,1,0,0,0,0,1,0,0,3,2,0,0,1,0,1
2903,165,3/3/2018,Wolf,Lehigh,DePrez,Binghampton,1.1,420,1,0,0,0,1,0,0,0,5,1,0,0,0,1,1,0,1,3,0,1,0,2,1,4,0,0,0,0,0,1,1,1,0,0,0,5,0,1,1,1,0,0,1,1,1,0
2904,165,3/3/2018,DePrez,Binghampton,Wolf,Lehigh,0.9,420,4,0,0,0,0,0,1,1,1,0,0,0,5,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,5,1,0,0,0,1,1,0,1,3,0,1,0,2,1
2905,165,3/3/2018,Jarrell,Drexel,Wokasch,American,1.25,420,2,2,1,0,1,0,0,0,1,0,1,0,0,1,0,0,7,0,1,0,0,0,1,0,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2906,165,3/3/2018,Wokasch,American,Jarrell,Drexel,0.75,420,0,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,1,0,1,0,0,0,1,0,1,0,0,1,0,0,7,0,1,0,0,0,1
2907,165,3/3/2018,Mendel,Army,Viruet,Brown,0.9,420,1,0,1,0,0,0,2,0,6,0,0,0,8,4,0,0,0,0,0,0,1,0,0,7,2,1,0,0,0,1,0,2,1,0,0,0,1,0,0,0,5,0,0,2,0,0
2908,165,3/3/2018,Viruet,Brown,Mendel,Army,1.1,420,7,2,1,0,0,0,1,0,2,1,0,0,0,1,0,0,0,5,0,0,2,0,0,1,0,1,0,0,0,2,0,6,0,0,0,8,4,0,0,0,0,0,0,1,0,0
2909,165,3/3/2018,Wolf,Lehigh,Jarrell,Drexel,1.5,215,1,1,0,0,1,1,0,0,2,1,0,0,0,1,0,0,2,0,1,2,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0
2910,165,3/3/2018,Jarrell,Drexel,Wolf,Lehigh,0.5,215,2,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,1,0,0,0,1,0,0,2,0,1,2,1,0,0
